MES;Área Integrada de Segurança Pública - AISP ;Homicídio Doloso ;Lesão Corporal Seguida de Morte ;Roubo com Resultado Morte - (Latrocínio) ;Tentativa de Homicídio ;Estupro ;Roubo a Ônibus (Urbano e em Rodovia) ;Roubo de Veículo ;Furto de Veículo ;Uso ou Porte Substância Entorpecente (Usuários) 
2014-15-10;AISP 06 - Brotas ;2;0;1;1;1;12;54;13;14
2014-15-10;AISP 07 - Rio Vermelho ;3;0;0;1;2;11;34;3;3
2014-15-10;AISP 09 - Boca do Rio ;2;0;0;0;1;4;41;5;2
2014-15-10;AISP 12 - Itapuã ;12;0;0;1;7;15;63;16;2
2014-15-10;AISP 14 - Barra ;0;0;0;0;2;5;10;0;5
2014-15-10;AISP 15 - Nordeste ;2;0;0;0;0;4;1;0;4
2014-15-10;AISP 16 - Pituba ;3;0;0;0;0;18;33;4;0
2014-15-10;AISP 01 - Barris ;2;0;1;1;0;19;28;11;10
2014-15-10;AISP 02 - Liberdade ;8;0;0;1;1;11;63;11;1
2014-15-10;AISP 03 - Bonfim ;7;1;0;8;3;6;34;17;10
2014-15-10;AISP 04 - São Caetano ;5;0;0;4;3;10;51;12;1
2014-15-10;AISP 05 - Periperi ;17;2;0;10;8;18;43;7;12
2014-15-10;AISP 08 - CIA ;2;0;0;2;0;5;24;3;0
2014-15-10;AISP 10 - Pau da Lima ;9;0;0;6;4;8;60;15;8
2014-15-10;AISP 11 - Tancredo Neves ;12;1;0;14;8;21;64;22;12
2014-15-10;AISP 13 - Cajazeiras ;5;0;0;8;5;6;22;5;2
2014-15-11;AISP 06 - Brotas ;2;0;0;4;3;14;38;6;5
2014-15-11;AISP 07 - Rio Vermelho ;1;0;0;0;2;10;22;5;3
2014-15-11;AISP 09 - Boca do Rio ;2;0;0;0;1;5;60;9;1
2014-15-11;AISP 12 - Itapuã ;14;0;1;3;6;5;71;19;16
2014-15-11;AISP 14 - Barra ;0;0;0;1;0;3;6;2;1
2014-15-11;AISP 15 - Nordeste ;1;0;0;0;0;6;3;2;4
2014-15-11;AISP 16 - Pituba ;1;0;0;3;1;9;27;1;3
2014-15-11;AISP 01 - Barris ;3;0;1;2;2;7;32;9;9
2014-15-11;AISP 02 - Liberdade ;6;0;0;1;2;9;31;14;0
2014-15-11;AISP 03 - Bonfim ;5;1;0;3;5;17;27;24;7
2014-15-11;AISP 04 - São Caetano ;12;0;1;3;6;8;39;8;2
2014-15-11;AISP 05 - Periperi ;21;0;0;15;5;17;29;6;3
2014-15-11;AISP 08 - CIA ;3;0;0;0;0;2;10;2;2
2014-15-11;AISP 10 - Pau da Lima ;4;0;0;6;2;9;44;6;7
2014-15-11;AISP 11 - Tancredo Neves ;17;0;1;9;4;39;66;12;16
2014-15-11;AISP 13 - Cajazeiras ;8;0;0;7;1;2;19;2;2
2014-15-12;AISP 06 - Brotas ;4;0;1;3;2;12;50;9;0
2014-15-12;AISP 07 - Rio Vermelho ;1;1;1;1;0;8;41;3;1
2014-15-12;AISP 09 - Boca do Rio ;2;0;0;0;0;11;53;3;8
2014-15-12;AISP 12 - Itapuã ;12;0;0;2;8;26;62;13;6
2014-15-12;AISP 14 - Barra ;0;0;0;0;0;6;6;3;1
2014-15-12;AISP 15 - Nordeste ;0;0;0;2;2;3;0;0;7
2014-15-12;AISP 16 - Pituba ;0;0;0;0;1;8;33;3;1
2014-15-12;AISP 01 - Barris ;2;0;1;0;2;17;23;8;7
2014-15-12;AISP 02 - Liberdade ;11;0;0;4;1;5;30;16;3
2014-15-12;AISP 03 - Bonfim ;4;0;0;5;2;16;25;35;8
2014-15-12;AISP 04 - São Caetano ;13;0;1;8;4;4;41;11;2
2014-15-12;AISP 05 - Periperi ;17;0;1;18;5;30;40;4;6
2014-15-12;AISP 08 - CIA ;2;0;0;0;0;1;10;0;3
2014-15-12;AISP 10 - Pau da Lima ;12;0;1;5;3;4;37;5;1
2014-15-12;AISP 11 - Tancredo Neves ;21;0;0;3;7;42;74;18;12
2014-15-12;AISP 13 - Cajazeiras ;12;0;1;6;2;2;22;3;3
2014-15-1;AISP 06 - Brotas ;5;0;0;3;2;39;53;13;9
2014-15-1;AISP 07 - Rio Vermelho ;2;0;0;0;2;8;20;3;8
2014-15-1;AISP 09 - Boca do Rio ;0;0;0;0;4;4;47;4;0
2014-15-1;AISP 12 - Itapuã ;14;0;0;3;4;20;76;31;14
2014-15-1;AISP 14 - Barra ;1;0;0;0;0;1;7;2;11
2014-15-1;AISP 15 - Nordeste ;2;0;0;0;1;9;2;1;2
2014-15-1;AISP 16 - Pituba ;0;0;0;0;0;4;22;4;4
2014-15-1;AISP 01 - Barris ;3;0;0;6;1;4;27;8;12
2014-15-1;AISP 02 - Liberdade ;4;1;1;7;1;3;34;17;5
2014-15-1;AISP 03 - Bonfim ;9;0;0;4;6;10;26;23;1
2014-15-1;AISP 04 - São Caetano ;10;0;1;1;4;20;44;5;2
2014-15-1;AISP 05 - Periperi ;22;0;0;10;11;11;30;6;2
2014-15-1;AISP 08 - CIA ;2;0;0;0;0;0;9;0;0
2014-15-1;AISP 10 - Pau da Lima ;9;0;0;7;1;12;43;4;1
2014-15-1;AISP 11 - Tancredo Neves ;24;0;0;12;8;25;51;16;4
2014-15-1;AISP 13 - Cajazeiras ;7;0;0;6;7;8;10;1;0
2014-15-2;AISP 06 - Brotas ;8;0;0;12;0;22;58;18;3
2014-15-2;AISP 07 - Rio Vermelho ;2;0;0;4;0;8;23;8;52
2014-15-2;AISP 09 - Boca do Rio ;0;0;0;3;0;3;34;5;2
2014-15-2;AISP 12 - Itapuã ;16;0;0;14;7;14;67;25;18
2014-15-2;AISP 14 - Barra ;1;0;0;0;0;3;3;4;0
2014-15-2;AISP 15 - Nordeste ;1;0;0;0;1;4;0;0;2
2014-15-2;AISP 16 - Pituba ;0;0;0;0;1;9;18;4;0
2014-15-2;AISP 01 - Barris ;2;0;0;0;1;8;24;15;20
2014-15-2;AISP 02 - Liberdade ;10;0;0;3;5;7;44;22;3
2014-15-2;AISP 03 - Bonfim ;4;0;1;2;1;6;30;20;4
2014-15-2;AISP 04 - São Caetano ;8;0;0;0;4;17;29;5;5
2014-15-2;AISP 05 - Periperi ;22;1;0;15;8;16;27;1;1
2014-15-2;AISP 08 - CIA ;5;0;0;2;2;0;7;1;1
2014-15-2;AISP 10 - Pau da Lima ;4;0;0;3;3;13;35;16;1
2014-15-2;AISP 11 - Tancredo Neves ;25;2;1;14;9;18;49;21;8
2014-15-2;AISP 13 - Cajazeiras ;11;0;0;6;2;1;18;3;0
2014-15-3;AISP 06 - Brotas ;9;0;0;7;4;20;44;20;1
2014-15-3;AISP 07 - Rio Vermelho ;1;0;1;3;1;13;24;9;20
2014-15-3;AISP 09 - Boca do Rio ;2;0;0;3;1;5;49;4;1
2014-15-3;AISP 12 - Itapuã ;10;0;1;2;5;16;66;31;15
2014-15-3;AISP 14 - Barra ;0;0;0;0;1;3;10;2;3
2014-15-3;AISP 15 - Nordeste ;0;0;0;4;1;5;1;0;1
2014-15-3;AISP 16 - Pituba ;1;0;0;0;0;9;33;1;3
2014-15-3;AISP 01 - Barris ;5;0;0;2;4;6;25;12;2
2014-15-3;AISP 02 - Liberdade ;11;0;0;6;3;17;51;10;6
2014-15-3;AISP 03 - Bonfim ;5;0;0;6;1;9;43;12;6
2014-15-3;AISP 04 - São Caetano ;14;0;0;2;2;19;44;11;2
2014-15-3;AISP 05 - Periperi ;27;0;0;13;9;4;29;9;5
2014-15-3;AISP 08 - CIA ;3;0;0;0;0;0;8;1;0
2014-15-3;AISP 10 - Pau da Lima ;12;1;0;1;4;18;53;17;2
2014-15-3;AISP 11 - Tancredo Neves ;21;0;2;17;10;19;70;18;3
2014-15-3;AISP 13 - Cajazeiras ;10;0;0;11;8;3;11;4;3
2014-15-4;AISP 06 - Brotas ;10;0;0;5;1;19;61;16;7
2014-15-4;AISP 07 - Rio Vermelho ;0;0;0;0;4;7;29;3;2
2014-15-4;AISP 09 - Boca do Rio ;2;0;0;1;1;4;64;5;2
2014-15-4;AISP 12 - Itapuã ;19;0;2;3;5;19;90;24;9
2014-15-4;AISP 14 - Barra ;0;1;0;0;0;2;12;3;1
2014-15-4;AISP 15 - Nordeste ;1;0;0;0;1;2;3;0;3
2014-15-4;AISP 16 - Pituba ;0;0;0;5;1;8;35;3;1
2014-15-4;AISP 01 - Barris ;10;0;0;3;3;8;28;9;10
2014-15-4;AISP 02 - Liberdade ;14;1;0;5;4;16;74;21;1
2014-15-4;AISP 03 - Bonfim ;13;1;0;5;0;20;51;17;4
2014-15-4;AISP 04 - São Caetano ;17;0;0;2;3;10;49;10;5
2014-15-4;AISP 05 - Periperi ;34;0;0;18;3;13;32;3;4
2014-15-4;AISP 08 - CIA ;9;0;0;0;1;0;20;1;0
2014-15-4;AISP 10 - Pau da Lima ;18;0;1;9;5;10;43;15;2
2014-15-4;AISP 11 - Tancredo Neves ;16;0;0;15;2;34;68;15;4
2014-15-4;AISP 13 - Cajazeiras ;14;1;0;5;4;5;27;6;0
2014-15-5;AISP 06 - Brotas ;3;0;1;1;2;23;48;14;10
2014-15-5;AISP 07 - Rio Vermelho ;1;0;0;3;1;2;18;5;1
2014-15-5;AISP 09 - Boca do Rio ;3;0;0;1;2;5;41;6;1
2014-15-5;AISP 12 - Itapuã ;8;1;1;5;9;5;72;13;9
2014-15-5;AISP 14 - Barra ;0;0;0;0;1;1;5;3;3
2014-15-5;AISP 15 - Nordeste ;2;0;0;0;2;6;1;1;4
2014-15-5;AISP 16 - Pituba ;1;0;0;0;1;11;44;4;1
2014-15-5;AISP 01 - Barris ;3;0;0;1;1;5;22;7;8
2014-15-5;AISP 02 - Liberdade ;20;0;1;5;3;6;50;16;18
2014-15-5;AISP 03 - Bonfim ;9;0;0;4;1;10;26;15;1
2014-15-5;AISP 04 - São Caetano ;15;0;1;1;9;9;40;3;5
2014-15-5;AISP 05 - Periperi ;13;0;1;22;5;1;35;3;0
2014-15-5;AISP 08 - CIA ;0;0;0;0;1;0;16;3;0
2014-15-5;AISP 10 - Pau da Lima ;7;0;0;4;3;12;37;21;0
2014-15-5;AISP 11 - Tancredo Neves ;16;0;0;11;7;21;57;24;6
2014-15-5;AISP 13 - Cajazeiras ;6;0;0;7;3;3;26;7;0
2014-15-6;AISP 06 - Brotas ;3;0;0;4;3;15;25;7;5
2014-15-6;AISP 07 - Rio Vermelho ;1;0;0;0;3;9;16;4;4
2014-15-6;AISP 09 - Boca do Rio ;1;0;0;1;1;8;35;9;1
2014-15-6;AISP 12 - Itapuã ;12;0;0;3;3;11;50;23;13
2014-15-6;AISP 14 - Barra ;0;0;0;0;0;3;5;4;2
2014-15-6;AISP 15 - Nordeste ;2;0;0;0;2;3;1;1;1
2014-15-6;AISP 16 - Pituba ;1;0;0;0;2;6;16;4;16
2014-15-6;AISP 01 - Barris ;1;1;0;0;2;10;11;15;12
2014-15-6;AISP 02 - Liberdade ;13;0;0;10;4;4;41;9;5
2014-15-6;AISP 03 - Bonfim ;12;0;0;6;4;12;26;13;5
2014-15-6;AISP 04 - São Caetano ;8;1;0;1;4;10;14;7;2
2014-15-6;AISP 05 - Periperi ;14;1;1;12;4;3;48;8;1
2014-15-6;AISP 08 - CIA ;1;0;0;1;1;1;14;3;0
2014-15-6;AISP 10 - Pau da Lima ;7;0;1;4;2;22;29;10;1
2014-15-6;AISP 11 - Tancredo Neves ;13;0;0;10;5;39;51;19;5
2014-15-6;AISP 13 - Cajazeiras ;8;0;0;8;2;2;25;6;1
2014-15-7;AISP 06 - Brotas ;5;0;1;0;1;15;47;9;6
2014-15-7;AISP 07 - Rio Vermelho ;2;0;0;0;2;9;19;4;2
2014-15-7;AISP 09 - Boca do Rio ;0;1;0;0;1;3;50;2;1
2014-15-7;AISP 12 - Itapuã ;7;0;1;3;5;3;74;16;15
2014-15-7;AISP 14 - Barra ;0;0;0;0;0;0;10;2;3
2014-15-7;AISP 15 - Nordeste ;0;0;0;0;1;2;3;1;1
2014-15-7;AISP 16 - Pituba ;0;0;0;1;0;7;30;2;0
2014-15-7;AISP 01 - Barris ;1;0;0;1;3;6;21;3;10
2014-15-7;AISP 02 - Liberdade ;14;1;0;6;5;3;39;17;4
2014-15-7;AISP 03 - Bonfim ;9;0;0;5;2;4;29;22;8
2014-15-7;AISP 04 - São Caetano ;3;0;2;0;6;12;30;4;4
2014-15-7;AISP 05 - Periperi ;10;0;1;7;5;8;28;6;12
2014-15-7;AISP 08 - CIA ;0;0;0;2;1;1;9;3;1
2014-15-7;AISP 10 - Pau da Lima ;5;1;1;3;4;17;62;14;7
2014-15-7;AISP 11 - Tancredo Neves ;18;0;0;10;13;35;50;20;6
2014-15-7;AISP 13 - Cajazeiras ;6;0;0;8;3;1;23;5;2
2014-15-8;AISP 06 - Brotas ;8;0;0;0;1;4;42;10;10
2014-15-8;AISP 07 - Rio Vermelho ;2;0;1;0;1;10;22;8;5
2014-15-8;AISP 09 - Boca do Rio ;0;0;1;2;1;2;43;4;0
2014-15-8;AISP 12 - Itapuã ;18;0;1;5;2;22;62;9;10
2014-15-8;AISP 14 - Barra ;0;0;0;0;0;2;1;1;1
2014-15-8;AISP 15 - Nordeste ;0;0;0;0;1;10;1;0;1
2014-15-8;AISP 16 - Pituba ;0;0;0;0;0;9;38;2;2
2014-15-8;AISP 01 - Barris ;2;0;1;1;1;8;22;13;6
2014-15-8;AISP 02 - Liberdade ;4;0;0;3;2;3;38;17;6
2014-15-8;AISP 03 - Bonfim ;4;0;2;2;1;4;27;14;4
2014-15-8;AISP 04 - São Caetano ;10;1;1;4;4;25;22;3;7
2014-15-8;AISP 05 - Periperi ;22;1;1;10;7;10;26;8;3
2014-15-8;AISP 08 - CIA ;1;0;0;0;0;1;8;3;1
2014-15-8;AISP 10 - Pau da Lima ;9;0;0;8;1;11;53;17;5
2014-15-8;AISP 11 - Tancredo Neves ;11;0;0;8;10;22;47;12;12
2014-15-8;AISP 13 - Cajazeiras ;4;0;0;3;2;7;20;4;3
2014-15-9;AISP 06 - Brotas ;10;0;0;3;1;10;48;15;4
2014-15-9;AISP 07 - Rio Vermelho ;2;1;0;1;3;11;19;8;6
2014-15-9;AISP 09 - Boca do Rio ;2;0;0;1;0;3;45;8;5
2014-15-9;AISP 12 - Itapuã ;10;1;1;0;1;12;79;14;5
2014-15-9;AISP 14 - Barra ;2;0;0;0;1;4;5;2;4
2014-15-9;AISP 15 - Nordeste ;4;0;0;0;0;7;4;1;3
2014-15-9;AISP 16 - Pituba ;0;0;0;1;0;16;29;6;0
2014-15-9;AISP 01 - Barris ;2;0;0;1;2;9;28;10;13
2014-15-9;AISP 02 - Liberdade ;9;0;1;5;4;9;50;21;4
2014-15-9;AISP 03 - Bonfim ;2;0;0;4;1;11;28;34;7
2014-15-9;AISP 04 - São Caetano ;9;0;0;0;6;5;28;6;0
2014-15-9;AISP 05 - Periperi ;16;0;1;6;12;44;28;9;3
2014-15-9;AISP 08 - CIA ;1;0;1;0;0;1;12;2;1
2014-15-9;AISP 10 - Pau da Lima ;12;0;0;8;3;11;37;20;0
2014-15-9;AISP 11 - Tancredo Neves ;6;0;1;2;3;18;66;22;15
2014-15-9;AISP 13 - Cajazeiras ;10;0;0;2;4;4;16;9;2
2015-15-10;AISP 06 - Brotas ;5;0;0;2;5;22;30;8;6
2015-15-10;AISP 07 - Rio Vermelho ;2;0;0;0;0;21;21;2;4
2015-15-10;AISP 09 - Boca do Rio ;2;0;0;2;1;2;30;5;5
2015-15-10;AISP 12 - Itapuã ;12;1;1;0;4;12;59;16;1
2015-15-10;AISP 14 - Barra ;0;0;0;2;1;1;7;0;7
2015-15-10;AISP 15 - Nordeste ;4;0;0;1;2;0;2;2;3
2015-15-10;AISP 16 - Pituba ;0;0;0;0;1;10;31;0;6
2015-15-10;AISP 01 - Barris ;2;0;0;4;2;8;23;6;8
2015-15-10;AISP 02 - Liberdade ;14;0;0;1;2;17;37;15;3
2015-15-10;AISP 03 - Bonfim ;7;0;0;4;9;13;41;22;7
2015-15-10;AISP 04 - São Caetano ;4;1;0;4;2;32;30;10;6
2015-15-10;AISP 05 - Periperi ;27;0;0;5;6;29;29;8;2
2015-15-10;AISP 08 - CIA ;2;0;0;0;2;1;12;1;0
2015-15-10;AISP 10 - Pau da Lima ;9;1;0;2;2;4;46;12;4
2015-15-10;AISP 11 - Tancredo Neves ;9;0;1;4;5;43;45;18;17
2015-15-10;AISP 13 - Cajazeiras ;10;2;0;9;5;3;23;5;1
2015-15-11;AISP 06 - Brotas ;0;1;0;1;0;22;29;13;7
2015-15-11;AISP 07 - Rio Vermelho ;2;0;0;3;0;16;11;7;5
2015-15-11;AISP 09 - Boca do Rio ;0;0;1;3;0;5;37;7;3
2015-15-11;AISP 12 - Itapuã ;9;0;1;1;1;20;63;12;9
2015-15-11;AISP 14 - Barra ;0;0;0;1;1;1;8;2;6
2015-15-11;AISP 15 - Nordeste ;1;1;0;1;1;1;5;1;14
2015-15-11;AISP 16 - Pituba ;0;0;0;0;0;7;24;4;5
2015-15-11;AISP 01 - Barris ;3;0;0;1;1;20;16;10;11
2015-15-11;AISP 02 - Liberdade ;6;0;0;0;2;14;35;10;1
2015-15-11;AISP 03 - Bonfim ;9;0;0;1;2;14;31;18;10
2015-15-11;AISP 04 - São Caetano ;22;0;0;6;3;21;42;15;0
2015-15-11;AISP 05 - Periperi ;24;0;0;17;8;27;17;11;8
2015-15-11;AISP 08 - CIA ;3;0;0;0;3;0;6;1;0
2015-15-11;AISP 10 - Pau da Lima ;7;1;0;0;3;6;37;14;5
2015-15-11;AISP 11 - Tancredo Neves ;11;0;1;0;6;41;44;18;13
2015-15-11;AISP 13 - Cajazeiras ;12;0;0;4;2;4;20;6;1
2015-15-12;AISP 06 - Brotas ;7;0;1;1;1;20;23;6;6
2015-15-12;AISP 07 - Rio Vermelho ;0;0;0;0;1;16;5;5;3
2015-15-12;AISP 09 - Boca do Rio ;5;0;0;1;6;0;42;7;17
2015-15-12;AISP 12 - Itapuã ;12;1;1;0;5;14;61;20;6
2015-15-12;AISP 14 - Barra ;0;1;0;0;0;4;7;2;5
2015-15-12;AISP 15 - Nordeste ;0;0;0;2;0;4;0;1;1
2015-15-12;AISP 16 - Pituba ;1;0;0;1;0;4;21;7;3
2015-15-12;AISP 01 - Barris ;10;0;0;2;0;13;25;12;1
2015-15-12;AISP 02 - Liberdade ;9;0;0;2;0;9;23;9;1
2015-15-12;AISP 03 - Bonfim ;9;1;2;4;1;12;41;23;7
2015-15-12;AISP 04 - São Caetano ;14;1;0;4;3;25;47;14;1
2015-15-12;AISP 05 - Periperi ;24;0;0;4;7;32;32;4;0
2015-15-12;AISP 08 - CIA ;1;0;0;0;1;0;6;0;0
2015-15-12;AISP 10 - Pau da Lima ;10;1;0;1;2;17;45;9;0
2015-15-12;AISP 11 - Tancredo Neves ;8;0;0;2;8;27;45;15;12
2015-15-12;AISP 13 - Cajazeiras ;8;0;0;1;3;7;15;3;3
2015-15-1;AISP 06 - Brotas ;3;0;0;5;7;16;44;23;8
2015-15-1;AISP 07 - Rio Vermelho ;3;0;1;4;2;12;28;6;4
2015-15-1;AISP 09 - Boca do Rio ;1;0;0;1;2;10;61;4;5
2015-15-1;AISP 12 - Itapuã ;7;0;2;0;9;26;87;25;15
2015-15-1;AISP 14 - Barra ;0;0;1;0;0;8;11;1;6
2015-15-1;AISP 15 - Nordeste ;0;0;0;0;0;18;3;1;4
2015-15-1;AISP 16 - Pituba ;0;0;0;1;2;12;36;4;0
2015-15-1;AISP 01 - Barris ;3;0;0;4;3;18;20;11;9
2015-15-1;AISP 02 - Liberdade ;12;0;0;5;2;22;32;21;0
2015-15-1;AISP 03 - Bonfim ;10;1;0;5;2;20;29;25;4
2015-15-1;AISP 04 - São Caetano ;12;0;0;6;4;34;43;9;7
2015-15-1;AISP 05 - Periperi ;16;0;0;12;6;22;37;14;2
2015-15-1;AISP 08 - CIA ;3;0;0;1;0;3;12;0;0
2015-15-1;AISP 10 - Pau da Lima ;17;0;0;2;2;2;43;12;1
2015-15-1;AISP 11 - Tancredo Neves ;20;0;1;5;12;36;63;19;10
2015-15-1;AISP 13 - Cajazeiras ;8;1;0;3;2;7;20;4;1
2015-15-2;AISP 06 - Brotas ;15;0;1;2;3;15;68;11;9
2015-15-2;AISP 07 - Rio Vermelho ;2;0;0;2;2;9;19;7;2
2015-15-2;AISP 09 - Boca do Rio ;2;0;0;2;2;6;62;10;7
2015-15-2;AISP 12 - Itapuã ;5;0;0;0;5;18;70;21;12
2015-15-2;AISP 14 - Barra ;1;0;0;0;1;1;2;0;3
2015-15-2;AISP 15 - Nordeste ;1;0;1;0;2;11;1;0;3
2015-15-2;AISP 16 - Pituba ;0;0;0;2;0;6;33;1;1
2015-15-2;AISP 01 - Barris ;6;0;2;7;4;13;23;12;8
2015-15-2;AISP 02 - Liberdade ;8;0;0;2;1;14;55;13;0
2015-15-2;AISP 03 - Bonfim ;7;0;0;1;4;14;40;19;0
2015-15-2;AISP 04 - São Caetano ;9;0;1;5;1;33;27;9;1
2015-15-2;AISP 05 - Periperi ;13;1;0;3;5;25;23;4;2
2015-15-2;AISP 08 - CIA ;4;0;0;0;2;0;17;2;0
2015-15-2;AISP 10 - Pau da Lima ;7;0;1;1;7;4;35;9;3
2015-15-2;AISP 11 - Tancredo Neves ;12;0;0;1;12;46;48;8;3
2015-15-2;AISP 13 - Cajazeiras ;3;0;1;2;1;8;25;8;4
2015-15-3;AISP 06 - Brotas ;6;1;0;4;1;21;56;13;10
2015-15-3;AISP 07 - Rio Vermelho ;3;0;0;2;2;12;37;3;2
2015-15-3;AISP 09 - Boca do Rio ;4;1;0;0;6;5;65;4;9
2015-15-3;AISP 12 - Itapuã ;9;0;0;1;4;18;91;19;9
2015-15-3;AISP 14 - Barra ;0;0;0;0;1;1;8;1;6
2015-15-3;AISP 15 - Nordeste ;1;0;0;1;2;3;1;1;3
2015-15-3;AISP 16 - Pituba ;1;0;0;0;1;6;29;3;1
2015-15-3;AISP 01 - Barris ;5;0;0;4;0;9;29;6;8
2015-15-3;AISP 02 - Liberdade ;14;0;1;5;5;10;50;14;0
2015-15-3;AISP 03 - Bonfim ;7;0;0;5;3;20;37;21;5
2015-15-3;AISP 04 - São Caetano ;15;0;2;16;3;19;56;9;1
2015-15-3;AISP 05 - Periperi ;26;0;2;14;9;17;35;8;4
2015-15-3;AISP 08 - CIA ;2;0;0;0;1;1;18;1;0
2015-15-3;AISP 10 - Pau da Lima ;7;1;1;2;3;12;54;11;7
2015-15-3;AISP 11 - Tancredo Neves ;13;2;0;7;3;46;70;17;11
2015-15-3;AISP 13 - Cajazeiras ;12;0;1;3;2;2;26;3;1
2015-15-4;AISP 06 - Brotas ;4;1;0;2;2;14;42;9;8
2015-15-4;AISP 07 - Rio Vermelho ;2;0;0;8;2;7;21;5;2
2015-15-4;AISP 09 - Boca do Rio ;1;0;0;4;1;6;62;5;4
2015-15-4;AISP 12 - Itapuã ;12;0;1;5;2;15;69;18;1
2015-15-4;AISP 14 - Barra ;0;0;0;0;0;0;8;1;4
2015-15-4;AISP 15 - Nordeste ;0;0;0;3;0;1;0;2;2
2015-15-4;AISP 16 - Pituba ;0;0;0;0;2;11;35;2;4
2015-15-4;AISP 01 - Barris ;6;0;1;2;2;12;37;19;3
2015-15-4;AISP 02 - Liberdade ;10;0;0;3;2;7;42;18;8
2015-15-4;AISP 03 - Bonfim ;10;1;0;7;5;22;31;24;1
2015-15-4;AISP 04 - São Caetano ;14;0;0;6;6;33;62;12;5
2015-15-4;AISP 05 - Periperi ;9;0;2;5;7;38;44;2;2
2015-15-4;AISP 08 - CIA ;2;0;1;1;2;2;12;1;0
2015-15-4;AISP 10 - Pau da Lima ;11;0;0;7;1;23;54;15;1
2015-15-4;AISP 11 - Tancredo Neves ;12;0;0;4;6;64;50;15;14
2015-15-4;AISP 13 - Cajazeiras ;5;1;0;5;5;8;41;4;1
2015-15-5;AISP 06 - Brotas ;9;0;1;2;3;16;43;15;4
2015-15-5;AISP 07 - Rio Vermelho ;2;0;0;0;3;9;21;8;5
2015-15-5;AISP 09 - Boca do Rio ;0;0;0;1;3;2;48;3;5
2015-15-5;AISP 12 - Itapuã ;11;0;0;4;2;29;90;6;4
2015-15-5;AISP 14 - Barra ;0;0;0;0;1;0;7;2;0
2015-15-5;AISP 15 - Nordeste ;1;0;0;1;0;5;1;2;3
2015-15-5;AISP 16 - Pituba ;0;0;0;0;0;10;50;5;8
2015-15-5;AISP 01 - Barris ;7;1;0;4;4;11;39;6;2
2015-15-5;AISP 02 - Liberdade ;12;0;0;18;4;11;50;14;0
2015-15-5;AISP 03 - Bonfim ;9;0;0;5;2;18;31;19;8
2015-15-5;AISP 04 - São Caetano ;16;0;1;2;4;19;55;13;7
2015-15-5;AISP 05 - Periperi ;22;0;1;7;8;24;36;8;6
2015-15-5;AISP 08 - CIA ;2;0;0;2;0;3;22;4;2
2015-15-5;AISP 10 - Pau da Lima ;9;0;1;7;6;9;69;11;6
2015-15-5;AISP 11 - Tancredo Neves ;12;1;1;5;7;50;62;15;11
2015-15-5;AISP 13 - Cajazeiras ;5;0;0;1;3;10;40;3;1
2015-15-6;AISP 06 - Brotas ;3;0;1;1;2;10;57;6;11
2015-15-6;AISP 07 - Rio Vermelho ;3;0;0;1;2;12;24;2;0
2015-15-6;AISP 09 - Boca do Rio ;1;0;1;2;0;7;44;4;11
2015-15-6;AISP 12 - Itapuã ;11;0;0;2;2;10;57;7;3
2015-15-6;AISP 14 - Barra ;0;0;0;0;1;3;9;2;3
2015-15-6;AISP 15 - Nordeste ;1;0;0;0;0;7;0;2;6
2015-15-6;AISP 16 - Pituba ;0;0;0;0;2;4;32;6;3
2015-15-6;AISP 01 - Barris ;1;0;1;3;0;10;22;14;4
2015-15-6;AISP 02 - Liberdade ;5;2;0;2;2;11;42;5;6
2015-15-6;AISP 03 - Bonfim ;4;0;1;3;2;20;36;22;3
2015-15-6;AISP 04 - São Caetano ;13;0;0;6;5;36;52;13;3
2015-15-6;AISP 05 - Periperi ;15;0;0;5;4;28;39;7;2
2015-15-6;AISP 08 - CIA ;3;0;1;2;0;0;11;1;1
2015-15-6;AISP 10 - Pau da Lima ;8;1;0;5;0;8;58;19;4
2015-15-6;AISP 11 - Tancredo Neves ;10;1;1;1;5;54;59;19;12
2015-15-6;AISP 13 - Cajazeiras ;8;1;0;3;2;8;31;9;2
2015-15-7;AISP 06 - Brotas ;2;0;1;1;1;12;43;12;2
2015-15-7;AISP 07 - Rio Vermelho ;1;0;0;0;1;16;26;3;0
2015-15-7;AISP 09 - Boca do Rio ;4;0;0;2;2;0;49;8;10
2015-15-7;AISP 12 - Itapuã ;10;0;0;3;4;33;79;11;6
2015-15-7;AISP 14 - Barra ;0;0;0;0;1;7;11;2;0
2015-15-7;AISP 15 - Nordeste ;0;1;0;1;1;10;2;0;6
2015-15-7;AISP 16 - Pituba ;0;0;0;0;2;7;35;2;0
